IDENPA;Country Name;EDAD;Grupo_Edad;SEXO;Sexo_Labels;REEDUC.3;Anos_Estudio_Limpio;P23STM.1;Confianza_TV_Limpia;P23STM.2;Confianza_Redes_Limpia;P23STM.3;Confianza_Otro_Limpia;P30ST.A;P30ST.B;P30ST.C;P30ST.D;P30ST.E;P28ST;P28ST.A;P28ST.B;P28ST.C;P28ST.D;P29ST.A;P29ST.B;P29ST.C;P29ST.D;P29ST.E
68.0;Bolivia;52.0;46-55;2.0;Mujer;1.0;1.0;1.0;1.0;6.0;6.0;-3.0;;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;3.0;1.0;-5.0;-5.0;4.0;4.0;-1.0;-1.0;-1.0
68.0;Bolivia;40.0;36-45;1.0;Hombre;-3.0;;9.0;9.0;-3.0;;-3.0;;-2.0;-2.0;-2.0;-2.0;-2.0;3.0;3.0;-5.0;3.0;3.0;-2.0;-1.0;-1.0;2.0;-1.0
68.0;Bolivia;29.0;26-35;1.0;Hombre;5.0;5.0;2.0;2.0;6.0;6.0;8.0;8.0;2.0;3.0;2.0;2.0;-1.0;3.0;2.0;2.0;3.0;3.0;2.0;2.0;2.0;2.0;3.0
68.0;Bolivia;62.0;56-65;1.0;Hombre;-3.0;;1.0;1.0;8.0;8.0;6.0;6.0;1.0;4.0;4.0;1.0;4.0;1.0;2.0;3.0;3.0;3.0;1.0;2.0;1.0;3.0;2.0
68.0;Bolivia;41.0;36-45;1.0;Hombre;1.0;1.0;2.0;2.0;4.0;4.0;6.0;6.0;4.0;2.0;2.0;2.0;-1.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;3.0
68.0;Bolivia;47.0;46-55;1.0;Hombre;-3.0;;6.0;6.0;8.0;8.0;5.0;5.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;3.0;2.0;1.0;2.0;2.0;2.0;4.0;2.0
68.0;Bolivia;43.0;36-45;1.0;Hombre;-3.0;;8.0;8.0;6.0;6.0;9.0;9.0;3.0;-1.0;3.0;-1.0;-1.0;-5.0;3.0;1.0;-5.0;2.0;2.0;2.0;2.0;2.0;-1.0
68.0;Bolivia;56.0;56-65;2.0;Mujer;-3.0;;2.0;2.0;-3.0;;-3.0;;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;3.0;3.0;2.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0
68.0;Bolivia;64.0;56-65;1.0;Hombre;-3.0;;8.0;8.0;3.0;3.0;-3.0;;2.0;2.0;1.0;1.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0
68.0;Bolivia;33.0;26-35;2.0;Mujer;2.0;2.0;1.0;1.0;6.0;6.0;4.0;4.0;1.0;3.0;1.0;4.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;4.0;2.0
68.0;Bolivia;24.0;16-25;2.0;Mujer;1.0;1.0;1.0;1.0;3.0;3.0;4.0;4.0;1.0;4.0;3.0;2.0;4.0;1.0;2.0;2.0;1.0;3.0;1.0;2.0;1.0;3.0;3.0
68.0;Bolivia;35.0;26-35;1.0;Hombre;2.0;2.0;6.0;6.0;8.0;8.0;9.0;9.0;2.0;2.0;2.0;2.0;-1.0;3.0;3.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0
68.0;Bolivia;65.0;56-65;1.0;Hombre;-3.0;;8.0;8.0;1.0;1.0;6.0;6.0;4.0;2.0;4.0;1.0;2.0;2.0;2.0;3.0;2.0;3.0;2.0;1.0;3.0;2.0;1.0
68.0;Bolivia;43.0;36-45;1.0;Hombre;-3.0;;3.0;3.0;7.0;7.0;8.0;8.0;3.0;4.0;2.0;1.0;3.0;3.0;3.0;3.0;2.0;3.0;2.0;3.0;1.0;3.0;4.0
68.0;Bolivia;37.0;36-45;1.0;Hombre;2.0;2.0;5.0;5.0;-3.0;;-3.0;;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;3.0;2.0;2.0;2.0
68.0;Bolivia;25.0;16-25;1.0;Hombre;-3.0;;8.0;8.0;3.0;3.0;9.0;9.0;3.0;2.0;2.0;2.0;3.0;2.0;3.0;1.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0
68.0;Bolivia;60.0;56-65;2.0;Mujer;0.0;0.0;-5.0;;-3.0;;-3.0;;-1.0;-1.0;-1.0;-1.0;-1.0;-5.0;-5.0;-5.0;-5.0;-5.0;-1.0;-1.0;-1.0;-1.0;-1.0
68.0;Bolivia;26.0;26-35;2.0;Mujer;1.0;1.0;5.0;5.0;-3.0;;-3.0;;4.0;4.0;4.0;4.0;4.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0
68.0;Bolivia;20.0;16-25;2.0;Mujer;1.0;1.0;7.0;7.0;1.0;1.0;5.0;5.0;4.0;1.0;1.0;-1.0;-1.0;1.0;3.0;1.0;3.0;3.0;2.0;1.0;1.0;1.0;3.0
68.0;Bolivia;24.0;16-25;2.0;Mujer;0.0;0.0;-5.0;;-3.0;;-3.0;;-1.0;-1.0;-1.0;-1.0;-1.0;-5.0;-5.0;-5.0;-5.0;-5.0;-1.0;-1.0;-1.0;-1.0;-1.0
68.0;Bolivia;59.0;56-65;1.0;Hombre;-3.0;;-5.0;;-3.0;;-3.0;;-1.0;-1.0;2.0;2.0;3.0;-5.0;3.0;1.0;-5.0;1.0;-1.0;-1.0;-1.0;2.0;-1.0
68.0;Bolivia;30.0;26-35;2.0;Mujer;7.0;7.0;1.0;1.0;6.0;6.0;8.0;8.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0
68.0;Bolivia;67.0;66+;1.0;Hombre;0.0;0.0;-5.0;;-3.0;;-3.0;;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;2.0;2.0;2.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0
68.0;Bolivia;26.0;26-35;1.0;Hombre;3.0;3.0;6.0;6.0;3.0;3.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;3.0;1.0;3.0;-1.0;-1.0;-1.0;-1.0;3.0
68.0;Bolivia;22.0;16-25;1.0;Hombre;2.0;2.0;6.0;6.0;-3.0;;-3.0;;-1.0;1.0;1.0;-1.0;-1.0;2.0;1.0;1.0;3.0;3.0;2.0;3.0;2.0;2.0;2.0
68.0;Bolivia;62.0;56-65;2.0;Mujer;-3.0;;2.0;2.0;-3.0;;-3.0;;-2.0;-1.0;-1.0;-1.0;-1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0
68.0;Bolivia;52.0;46-55;2.0;Mujer;2.0;2.0;2.0;2.0;-3.0;;-3.0;;3.0;2.0;3.0;-1.0;-1.0;3.0;-5.0;1.0;3.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0
68.0;Bolivia;26.0;26-35;1.0;Hombre;-3.0;;2.0;2.0;8.0;8.0;6.0;6.0;1.0;-1.0;-1.0;-1.0;1.0;3.0;3.0;1.0;3.0;1.0;2.0;2.0;2.0;2.0;3.0
68.0;Bolivia;38.0;36-45;1.0;Hombre;-3.0;;-5.0;;-3.0;;-3.0;;-1.0;-1.0;-1.0;-1.0;-1.0;-5.0;-5.0;-5.0;-5.0;-5.0;-1.0;-1.0;-1.0;2.0;-1.0
68.0;Bolivia;24.0;16-25;2.0;Mujer;-3.0;;5.0;5.0;-3.0;;-3.0;;2.0;1.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0
68.0;Bolivia;29.0;26-35;2.0;Mujer;-3.0;;5.0;5.0;8.0;8.0;-3.0;;2.0;2.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0
68.0;Bolivia;22.0;16-25;2.0;Mujer;5.0;5.0;8.0;8.0;2.0;2.0;5.0;5.0;2.0;2.0;2.0;-1.0;-1.0;3.0;1.0;1.0;2.0;3.0;3.0;3.0;3.0;2.0;3.0
68.0;Bolivia;64.0;56-65;1.0;Hombre;-3.0;;6.0;6.0;8.0;8.0;2.0;2.0;3.0;2.0;1.0;-1.0;-1.0;3.0;1.0;3.0;2.0;3.0;3.0;2.0;2.0;4.0;-1.0
68.0;Bolivia;23.0;16-25;2.0;Mujer;2.0;2.0;6.0;6.0;1.0;1.0;8.0;8.0;2.0;1.0;1.0;1.0;-1.0;3.0;2.0;3.0;3.0;2.0;3.0;2.0;2.0;3.0;3.0
68.0;Bolivia;45.0;36-45;2.0;Mujer;7.0;7.0;6.0;6.0;7.0;7.0;9.0;9.0;3.0;2.0;1.0;-1.0;-1.0;1.0;3.0;1.0;3.0;1.0;3.0;3.0;3.0;3.0;3.0
68.0;Bolivia;27.0;26-35;1.0;Hombre;2.0;2.0;1.0;1.0;2.0;2.0;7.0;7.0;2.0;1.0;2.0;4.0;1.0;2.0;2.0;3.0;3.0;3.0;3.0;1.0;1.0;1.0;3.0
68.0;Bolivia;70.0;66+;1.0;Hombre;-3.0;;3.0;3.0;8.0;8.0;9.0;9.0;3.0;1.0;2.0;3.0;3.0;3.0;3.0;1.0;3.0;1.0;2.0;3.0;3.0;3.0;3.0
68.0;Bolivia;33.0;26-35;2.0;Mujer;-3.0;;2.0;2.0;1.0;1.0;5.0;5.0;2.0;2.0;1.0;2.0;4.0;3.0;3.0;3.0;3.0;1.0;3.0;2.0;2.0;2.0;2.0
68.0;Bolivia;44.0;36-45;1.0;Hombre;-3.0;;8.0;8.0;1.0;1.0;-3.0;;-1.0;-1.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;-5.0;-2.0;-2.0;-2.0;-2.0;-2.0
68.0;Bolivia;18.0;16-25;1.0;Hombre;2.0;2.0;1.0;1.0;6.0;6.0;-3.0;;2.0;2.0;2.0;2.0;2.0;3.0;3.0;3.0;1.0;3.0;2.0;2.0;2.0;2.0;2.0
68.0;Bolivia;62.0;56-65;2.0;Mujer;0.0;0.0;2.0;2.0;3.0;3.0;-3.0;;3.0;2.0;2.0;2.0;2.0;3.0;3.0;1.0;-5.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0
68.0;Bolivia;25.0;16-25;2.0;Mujer;-3.0;;8.0;8.0;6.0;6.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0
68.0;Bolivia;36.0;36-45;2.0;Mujer;7.0;7.0;5.0;5.0;4.0;4.0;7.0;7.0;4.0;2.0;4.0;3.0;4.0;3.0;3.0;1.0;1.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0
68.0;Bolivia;36.0;36-45;2.0;Mujer;-3.0;;7.0;7.0;4.0;4.0;1.0;1.0;2.0;3.0;3.0;-2.0;3.0;-5.0;3.0;1.0;3.0;3.0;2.0;3.0;3.0;2.0;3.0
68.0;Bolivia;18.0;16-25;1.0;Hombre;7.0;7.0;8.0;8.0;7.0;7.0;4.0;4.0;3.0;2.0;2.0;3.0;3.0;-5.0;3.0;3.0;2.0;1.0;2.0;3.0;2.0;3.0;3.0
68.0;Bolivia;23.0;16-25;2.0;Mujer;5.0;5.0;8.0;8.0;-3.0;;-3.0;;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;3.0;2.0;2.0;2.0
68.0;Bolivia;26.0;26-35;1.0;Hombre;5.0;5.0;1.0;1.0;-3.0;;-3.0;;2.0;2.0;1.0;3.0;3.0;3.0;3.0;1.0;3.0;2.0;2.0;3.0;2.0;2.0;3.0
68.0;Bolivia;26.0;26-35;1.0;Hombre;-3.0;;5.0;5.0;6.0;6.0;8.0;8.0;2.0;2.0;2.0;2.0;3.0;3.0;3.0;3.0;3.0;-5.0;2.0;2.0;2.0;3.0;3.0
68.0;Bolivia;58.0;56-65;1.0;Hombre;-3.0;;1.0;1.0;-3.0;;-3.0;;-1.0;-1.0;3.0;2.0;3.0;-5.0;-5.0;3.0;-5.0;-5.0;2.0;3.0;3.0;2.0;3.0
68.0;Bolivia;36.0;36-45;2.0;Mujer;-3.0;;5.0;5.0;3.0;3.0;-3.0;;2.0;2.0;2.0;2.0;-1.0;3.0;1.0;3.0;1.0;3.0;2.0;3.0;3.0;-1.0;-1.0
68.0;Bolivia;21.0;16-25;2.0;Mujer;3.0;3.0;8.0;8.0;2.0;2.0;6.0;6.0;2.0;2.0;2.0;1.0;2.0;3.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0
68.0;Bolivia;33.0;26-35;2.0;Mujer;-3.0;;6.0;6.0;1.0;1.0;-3.0;;4.0;4.0;4.0;2.0;1.0;1.0;2.0;2.0;3.0;1.0;4.0;4.0;4.0;4.0;4.0
68.0;Bolivia;66.0;66+;1.0;Hombre;-3.0;;9.0;9.0;-3.0;;-3.0;;-1.0;-1.0;2.0;-1.0;-1.0;3.0;3.0;2.0;-5.0;3.0;-1.0;2.0;2.0;-1.0;-1.0
68.0;Bolivia;30.0;26-35;2.0;Mujer;1.0;1.0;2.0;2.0;9.0;9.0;-3.0;;4.0;1.0;1.0;4.0;1.0;2.0;2.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;3.0
68.0;Bolivia;19.0;16-25;2.0;Mujer;2.0;2.0;8.0;8.0;6.0;6.0;-3.0;;3.0;3.0;3.0;-1.0;-1.0;2.0;3.0;1.0;2.0;3.0;2.0;-1.0;-1.0;-1.0;-1.0
68.0;Bolivia;19.0;16-25;2.0;Mujer;0.0;0.0;8.0;8.0;3.0;3.0;6.0;6.0;2.0;1.0;2.0;2.0;2.0;3.0;1.0;3.0;2.0;2.0;1.0;1.0;2.0;2.0;1.0
68.0;Bolivia;46.0;46-55;2.0;Mujer;-3.0;;3.0;3.0;5.0;5.0;-3.0;;4.0;-1.0;2.0;-1.0;-1.0;-5.0;1.0;-5.0;-5.0;1.0;4.0;3.0;2.0;4.0;2.0
68.0;Bolivia;29.0;26-35;1.0;Hombre;0.0;0.0;6.0;6.0;7.0;7.0;8.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-5.0;-5.0;-5.0;-5.0;-5.0;-1.0;-1.0;-1.0;-1.0;-1.0
68.0;Bolivia;27.0;26-35;2.0;Mujer;1.0;1.0;2.0;2.0;6.0;6.0;8.0;8.0;2.0;-1.0;-1.0;-1.0;-1.0;1.0;2.0;1.0;1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0
68.0;Bolivia;31.0;26-35;1.0;Hombre;2.0;2.0;8.0;8.0;2.0;2.0;9.0;9.0;2.0;3.0;4.0;4.0;4.0;3.0;3.0;1.0;3.0;2.0;2.0;3.0;4.0;4.0;4.0
68.0;Bolivia;54.0;46-55;2.0;Mujer;-3.0;;3.0;3.0;9.0;9.0;8.0;8.0;4.0;4.0;4.0;-1.0;4.0;1.0;1.0;1.0;1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0
68.0;Bolivia;38.0;36-45;1.0;Hombre;-3.0;;8.0;8.0;9.0;9.0;5.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;3.0;1.0;3.0;2.0;3.0;2.0;2.0;2.0;2.0
68.0;Bolivia;46.0;46-55;1.0;Hombre;-3.0;;2.0;2.0;3.0;3.0;7.0;7.0;-1.0;-1.0;2.0;-1.0;-1.0;1.0;-5.0;1.0;3.0;3.0;2.0;1.0;1.0;2.0;-1.0
68.0;Bolivia;38.0;36-45;1.0;Hombre;-3.0;;2.0;2.0;3.0;3.0;5.0;5.0;3.0;-1.0;-1.0;-1.0;-1.0;3.0;3.0;1.0;1.0;1.0;2.0;4.0;4.0;2.0;-1.0
68.0;Bolivia;22.0;16-25;1.0;Hombre;-3.0;;8.0;8.0;-3.0;;-3.0;;-1.0;-1.0;-1.0;-1.0;-1.0;-5.0;3.0;3.0;3.0;3.0;2.0;-2.0;-1.0;-1.0;-1.0
68.0;Bolivia;43.0;36-45;1.0;Hombre;0.0;0.0;1.0;1.0;8.0;8.0;6.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;3.0;1.0;3.0;-5.0;4.0;2.0;-1.0;2.0;-1.0
68.0;Bolivia;53.0;46-55;2.0;Mujer;-3.0;;9.0;9.0;-3.0;;-3.0;;4.0;4.0;4.0;4.0;4.0;3.0;3.0;1.0;3.0;3.0;2.0;3.0;3.0;3.0;3.0
68.0;Bolivia;29.0;26-35;2.0;Mujer;3.0;3.0;5.0;5.0;-3.0;;-3.0;;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;1.0;3.0;-5.0;3.0;3.0;3.0;3.0;3.0;-1.0
68.0;Bolivia;50.0;46-55;2.0;Mujer;-3.0;;3.0;3.0;5.0;5.0;-3.0;;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;2.0;2.0;2.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0
68.0;Bolivia;22.0;16-25;2.0;Mujer;7.0;7.0;8.0;8.0;6.0;6.0;2.0;2.0;3.0;2.0;2.0;2.0;3.0;3.0;3.0;2.0;3.0;3.0;2.0;3.0;2.0;1.0;3.0
68.0;Bolivia;42.0;36-45;2.0;Mujer;-3.0;;1.0;1.0;7.0;7.0;4.0;4.0;2.0;2.0;2.0;-1.0;-1.0;2.0;2.0;3.0;2.0;2.0;4.0;3.0;3.0;2.0;2.0
68.0;Bolivia;82.0;66+;1.0;Hombre;-3.0;;1.0;1.0;8.0;8.0;-3.0;;2.0;3.0;4.0;3.0;4.0;3.0;1.0;1.0;2.0;1.0;1.0;4.0;4.0;4.0;1.0
68.0;Bolivia;23.0;16-25;1.0;Hombre;7.0;7.0;8.0;8.0;7.0;7.0;2.0;2.0;2.0;1.0;1.0;2.0;3.0;3.0;3.0;1.0;2.0;1.0;1.0;2.0;3.0;1.0;2.0
68.0;Bolivia;56.0;56-65;2.0;Mujer;-3.0;;8.0;8.0;6.0;6.0;9.0;9.0;3.0;3.0;-1.0;-1.0;-1.0;3.0;3.0;2.0;2.0;3.0;-1.0;-1.0;2.0;2.0;-1.0
68.0;Bolivia;62.0;56-65;1.0;Hombre;-3.0;;8.0;8.0;5.0;5.0;-3.0;;4.0;2.0;2.0;1.0;-1.0;3.0;3.0;1.0;2.0;2.0;4.0;4.0;2.0;2.0;4.0
68.0;Bolivia;54.0;46-55;1.0;Hombre;-3.0;;6.0;6.0;7.0;7.0;1.0;1.0;1.0;3.0;1.0;1.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0
68.0;Bolivia;19.0;16-25;2.0;Mujer;2.0;2.0;8.0;8.0;6.0;6.0;1.0;1.0;2.0;1.0;1.0;1.0;-1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0
68.0;Bolivia;40.0;36-45;2.0;Mujer;-3.0;;4.0;4.0;9.0;9.0;5.0;5.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;2.0;3.0
68.0;Bolivia;23.0;16-25;1.0;Hombre;7.0;7.0;8.0;8.0;9.0;9.0;6.0;6.0;4.0;4.0;4.0;4.0;2.0;3.0;3.0;1.0;3.0;2.0;2.0;4.0;4.0;2.0;2.0
68.0;Bolivia;30.0;26-35;1.0;Hombre;5.0;5.0;6.0;6.0;8.0;8.0;-3.0;;3.0;3.0;3.0;3.0;-1.0;1.0;1.0;3.0;2.0;3.0;-1.0;-1.0;-1.0;3.0;3.0
68.0;Bolivia;65.0;56-65;2.0;Mujer;2.0;2.0;1.0;1.0;-3.0;;-3.0;;2.0;-1.0;-2.0;-2.0;-2.0;1.0;-5.0;-5.0;1.0;1.0;1.0;-1.0;-1.0;-1.0;-1.0
68.0;Bolivia;54.0;46-55;1.0;Hombre;7.0;7.0;1.0;1.0;2.0;2.0;4.0;4.0;3.0;2.0;2.0;2.0;3.0;3.0;3.0;1.0;3.0;1.0;2.0;2.0;4.0;2.0;1.0
68.0;Bolivia;20.0;16-25;1.0;Hombre;5.0;5.0;8.0;8.0;6.0;6.0;9.0;9.0;2.0;2.0;2.0;2.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;3.0
68.0;Bolivia;27.0;26-35;2.0;Mujer;5.0;5.0;2.0;2.0;6.0;6.0;9.0;9.0;2.0;3.0;1.0;2.0;4.0;3.0;3.0;1.0;2.0;3.0;1.0;2.0;2.0;1.0;2.0
68.0;Bolivia;27.0;26-35;1.0;Hombre;-3.0;;6.0;6.0;1.0;1.0;8.0;8.0;4.0;4.0;3.0;3.0;3.0;3.0;3.0;1.0;2.0;2.0;2.0;4.0;4.0;1.0;4.0
68.0;Bolivia;28.0;26-35;2.0;Mujer;2.0;2.0;6.0;6.0;8.0;8.0;7.0;7.0;3.0;2.0;-1.0;-1.0;-1.0;3.0;3.0;1.0;3.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0
68.0;Bolivia;24.0;16-25;2.0;Mujer;4.0;4.0;5.0;5.0;8.0;8.0;6.0;6.0;2.0;2.0;1.0;2.0;4.0;2.0;3.0;3.0;1.0;2.0;1.0;-1.0;-1.0;2.0;3.0
68.0;Bolivia;43.0;36-45;2.0;Mujer;-3.0;;8.0;8.0;5.0;5.0;-3.0;;3.0;-1.0;-1.0;-1.0;-1.0;3.0;3.0;1.0;-5.0;-5.0;1.0;3.0;1.0;-1.0;-1.0
68.0;Bolivia;34.0;26-35;1.0;Hombre;7.0;7.0;8.0;8.0;6.0;6.0;9.0;9.0;4.0;2.0;2.0;3.0;4.0;3.0;3.0;1.0;3.0;1.0;4.0;3.0;3.0;2.0;2.0
68.0;Bolivia;40.0;36-45;1.0;Hombre;-3.0;;8.0;8.0;1.0;1.0;-3.0;;4.0;2.0;2.0;3.0;4.0;1.0;1.0;3.0;1.0;3.0;4.0;2.0;2.0;4.0;4.0
68.0;Bolivia;29.0;26-35;1.0;Hombre;-3.0;;6.0;6.0;8.0;8.0;9.0;9.0;3.0;2.0;3.0;3.0;4.0;3.0;3.0;1.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0
68.0;Bolivia;33.0;26-35;1.0;Hombre;-3.0;;8.0;8.0;2.0;2.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0
68.0;Bolivia;21.0;16-25;1.0;Hombre;7.0;7.0;9.0;9.0;8.0;8.0;3.0;3.0;3.0;2.0;2.0;3.0;3.0;1.0;1.0;2.0;2.0;3.0;1.0;3.0;3.0;2.0;3.0
68.0;Bolivia;26.0;26-35;1.0;Hombre;7.0;7.0;1.0;1.0;8.0;8.0;5.0;5.0;2.0;2.0;1.0;1.0;3.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;2.0;2.0
68.0;Bolivia;28.0;26-35;2.0;Mujer;-3.0;;5.0;5.0;7.0;7.0;4.0;4.0;4.0;4.0;2.0;2.0;4.0;3.0;3.0;3.0;2.0;3.0;2.0;4.0;4.0;2.0;3.0
68.0;Bolivia;41.0;36-45;2.0;Mujer;2.0;2.0;8.0;8.0;-3.0;;-3.0;;2.0;2.0;2.0;2.0;-1.0;3.0;3.0;2.0;2.0;2.0;1.0;3.0;1.0;1.0;-1.0
68.0;Bolivia;27.0;26-35;1.0;Hombre;-3.0;;4.0;4.0;7.0;7.0;1.0;1.0;2.0;2.0;2.0;2.0;3.0;2.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0
68.0;Bolivia;20.0;16-25;1.0;Hombre;4.0;4.0;2.0;2.0;7.0;7.0;4.0;4.0;1.0;1.0;1.0;1.0;-1.0;3.0;1.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0
68.0;Bolivia;25.0;16-25;1.0;Hombre;1.0;1.0;2.0;2.0;3.0;3.0;-3.0;;-1.0;-1.0;2.0;-1.0;-1.0;2.0;-5.0;-5.0;-5.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0
68.0;Bolivia;50.0;46-55;1.0;Hombre;-3.0;;1.0;1.0;3.0;3.0;8.0;8.0;3.0;2.0;2.0;2.0;4.0;3.0;1.0;1.0;3.0;1.0;1.0;2.0;3.0;3.0;-1.0
68.0;Bolivia;30.0;26-35;1.0;Hombre;-3.0;;8.0;8.0;6.0;6.0;1.0;1.0;-1.0;-1.0;-1.0;3.0;-1.0;3.0;3.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0
68.0;Bolivia;21.0;16-25;2.0;Mujer;6.0;6.0;2.0;2.0;9.0;9.0;5.0;5.0;2.0;2.0;2.0;-1.0;-1.0;3.0;3.0;1.0;1.0;3.0;2.0;1.0;2.0;1.0;4.0
68.0;Bolivia;60.0;56-65;1.0;Hombre;-3.0;;1.0;1.0;7.0;7.0;4.0;4.0;3.0;-1.0;3.0;3.0;4.0;3.0;3.0;1.0;3.0;1.0;3.0;-1.0;3.0;4.0;4.0
68.0;Bolivia;26.0;26-35;1.0;Hombre;-3.0;;6.0;6.0;8.0;8.0;9.0;9.0;3.0;-1.0;-1.0;-1.0;-1.0;-5.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0
68.0;Bolivia;26.0;26-35;2.0;Mujer;7.0;7.0;1.0;1.0;8.0;8.0;6.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;2.0;3.0
68.0;Bolivia;25.0;16-25;1.0;Hombre;-3.0;;1.0;1.0;8.0;8.0;9.0;9.0;1.0;4.0;4.0;4.0;-1.0;3.0;3.0;1.0;1.0;3.0;1.0;4.0;4.0;-2.0;-1.0
68.0;Bolivia;46.0;46-55;2.0;Mujer;-3.0;;2.0;2.0;3.0;3.0;4.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;1.0;3.0;2.0;2.0;2.0;3.0
68.0;Bolivia;40.0;36-45;1.0;Hombre;-3.0;;3.0;3.0;7.0;7.0;5.0;5.0;4.0;2.0;2.0;-1.0;-1.0;2.0;2.0;2.0;2.0;2.0;-1.0;3.0;3.0;2.0;2.0
68.0;Bolivia;65.0;56-65;2.0;Mujer;-3.0;;1.0;1.0;8.0;8.0;4.0;4.0;3.0;-1.0;3.0;4.0;-1.0;3.0;3.0;2.0;3.0;3.0;-1.0;-1.0;2.0;2.0;-1.0
68.0;Bolivia;26.0;26-35;1.0;Hombre;-3.0;;1.0;1.0;8.0;8.0;2.0;2.0;3.0;3.0;2.0;2.0;2.0;3.0;3.0;1.0;3.0;3.0;2.0;2.0;2.0;1.0;2.0
68.0;Bolivia;27.0;26-35;1.0;Hombre;1.0;1.0;3.0;3.0;9.0;9.0;5.0;5.0;4.0;4.0;1.0;4.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;4.0;4.0;2.0;4.0
68.0;Bolivia;18.0;16-25;2.0;Mujer;5.0;5.0;8.0;8.0;9.0;9.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;1.0;1.0;1.0;3.0;3.0;2.0;1.0;1.0;1.0;3.0
68.0;Bolivia;51.0;46-55;2.0;Mujer;-3.0;;4.0;4.0;8.0;8.0;9.0;9.0;4.0;2.0;2.0;-1.0;-1.0;3.0;3.0;1.0;3.0;1.0;3.0;3.0;3.0;-1.0;3.0
68.0;Bolivia;21.0;16-25;1.0;Hombre;4.0;4.0;8.0;8.0;6.0;6.0;7.0;7.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;3.0;2.0;3.0;3.0;2.0;2.0
