IDENPA;Country Name;EDAD;Grupo_Edad;SEXO;Sexo_Labels;REEDUC.3;Anos_Estudio_Limpio;P23STM.1;Confianza_TV_Limpia;P23STM.2;Confianza_Redes_Limpia;P23STM.3;Confianza_Otro_Limpia;P30ST.A;P30ST.B;P30ST.C;P30ST.D;P30ST.E;P28ST;P28ST.A;P28ST.B;P28ST.C;P28ST.D;P29ST.A;P29ST.B;P29ST.C;P29ST.D;P29ST.E
214.0;Rep. Dominicana;30.0;26-35;2.0;Mujer;-3.0;;1.0;1.0;2.0;2.0;8.0;8.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0
214.0;Rep. Dominicana;53.0;46-55;1.0;Hombre;-3.0;;9.0;9.0;-3.0;;-3.0;;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;3.0;1.0;1.0;1.0;1.0;-1.0;-1.0;-1.0;-1.0
214.0;Rep. Dominicana;68.0;66+;2.0;Mujer;-3.0;;1.0;1.0;-3.0;;-3.0;;4.0;4.0;4.0;4.0;4.0;2.0;2.0;2.0;2.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0
214.0;Rep. Dominicana;38.0;36-45;2.0;Mujer;3.0;3.0;8.0;8.0;-3.0;;-3.0;;2.0;2.0;2.0;1.0;4.0;3.0;3.0;2.0;2.0;1.0;2.0;4.0;4.0;2.0;4.0
214.0;Rep. Dominicana;69.0;66+;2.0;Mujer;-3.0;;1.0;1.0;-3.0;;-3.0;;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;1.0;1.0;2.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0
214.0;Rep. Dominicana;61.0;56-65;1.0;Hombre;-3.0;;8.0;8.0;1.0;1.0;-3.0;;1.0;-1.0;-1.0;-1.0;-1.0;2.0;2.0;2.0;2.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0
214.0;Rep. Dominicana;63.0;56-65;2.0;Mujer;-3.0;;4.0;4.0;3.0;3.0;1.0;1.0;1.0;-1.0;-1.0;-1.0;-1.0;1.0;1.0;2.0;2.0;2.0;2.0;-1.0;-1.0;-1.0;-1.0
214.0;Rep. Dominicana;25.0;16-25;2.0;Mujer;-3.0;;8.0;8.0;-3.0;;-3.0;;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0
214.0;Rep. Dominicana;66.0;66+;1.0;Hombre;-3.0;;7.0;7.0;-3.0;;-3.0;;1.0;-1.0;2.0;1.0;-1.0;1.0;1.0;1.0;3.0;1.0;2.0;-1.0;2.0;-1.0;2.0
214.0;Rep. Dominicana;59.0;56-65;1.0;Hombre;-3.0;;8.0;8.0;-3.0;;-3.0;;1.0;4.0;1.0;1.0;2.0;3.0;3.0;3.0;2.0;2.0;1.0;4.0;1.0;2.0;2.0
214.0;Rep. Dominicana;24.0;16-25;2.0;Mujer;-3.0;;6.0;6.0;8.0;8.0;-3.0;;3.0;4.0;3.0;3.0;1.0;3.0;3.0;3.0;3.0;3.0;1.0;4.0;2.0;2.0;4.0
214.0;Rep. Dominicana;44.0;36-45;1.0;Hombre;-3.0;;8.0;8.0;-3.0;;-3.0;;1.0;4.0;3.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0
214.0;Rep. Dominicana;50.0;46-55;1.0;Hombre;-3.0;;8.0;8.0;-3.0;;-3.0;;1.0;4.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;3.0;4.0;2.0;3.0
214.0;Rep. Dominicana;33.0;26-35;2.0;Mujer;-3.0;;1.0;1.0;-3.0;;-3.0;;2.0;1.0;2.0;2.0;2.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
214.0;Rep. Dominicana;18.0;16-25;2.0;Mujer;3.0;3.0;8.0;8.0;-3.0;;-3.0;;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;1.0;2.0;1.0;1.0;2.0
214.0;Rep. Dominicana;37.0;36-45;1.0;Hombre;-3.0;;6.0;6.0;-3.0;;-3.0;;1.0;2.0;4.0;3.0;4.0;3.0;3.0;3.0;2.0;2.0;1.0;1.0;1.0;3.0;3.0
214.0;Rep. Dominicana;31.0;26-35;2.0;Mujer;-3.0;;1.0;1.0;-3.0;;-3.0;;1.0;2.0;1.0;1.0;2.0;3.0;2.0;1.0;3.0;2.0;2.0;4.0;2.0;2.0;2.0
214.0;Rep. Dominicana;19.0;16-25;1.0;Hombre;0.0;0.0;2.0;2.0;3.0;3.0;8.0;8.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0
214.0;Rep. Dominicana;25.0;16-25;2.0;Mujer;-3.0;;7.0;7.0;-3.0;;-3.0;;1.0;3.0;3.0;4.0;3.0;2.0;2.0;2.0;2.0;2.0;1.0;3.0;3.0;2.0;4.0
214.0;Rep. Dominicana;62.0;56-65;1.0;Hombre;-3.0;;9.0;9.0;-3.0;;-3.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0;4.0;1.0;4.0
214.0;Rep. Dominicana;30.0;26-35;1.0;Hombre;-3.0;;1.0;1.0;-3.0;;-3.0;;1.0;2.0;1.0;3.0;4.0;1.0;2.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;3.0
214.0;Rep. Dominicana;40.0;36-45;2.0;Mujer;-3.0;;2.0;2.0;-3.0;;-3.0;;2.0;4.0;3.0;4.0;2.0;3.0;3.0;1.0;3.0;1.0;2.0;4.0;4.0;4.0;4.0
214.0;Rep. Dominicana;40.0;36-45;2.0;Mujer;-3.0;;3.0;3.0;-3.0;;-3.0;;1.0;-1.0;-1.0;-1.0;-1.0;1.0;1.0;3.0;1.0;1.0;1.0;-1.0;-1.0;-1.0;-1.0
214.0;Rep. Dominicana;31.0;26-35;2.0;Mujer;-3.0;;3.0;3.0;-3.0;;-3.0;;1.0;-1.0;-1.0;-1.0;-1.0;2.0;2.0;1.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0
214.0;Rep. Dominicana;41.0;36-45;2.0;Mujer;5.0;5.0;9.0;9.0;8.0;8.0;-3.0;;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;3.0;1.0;1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0
214.0;Rep. Dominicana;70.0;66+;2.0;Mujer;-3.0;;4.0;4.0;5.0;5.0;1.0;1.0;4.0;4.0;4.0;4.0;4.0;3.0;2.0;2.0;2.0;2.0;4.0;4.0;4.0;4.0;4.0
214.0;Rep. Dominicana;80.0;66+;1.0;Hombre;-3.0;;8.0;8.0;9.0;9.0;-3.0;;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0
214.0;Rep. Dominicana;43.0;36-45;2.0;Mujer;-3.0;;1.0;1.0;8.0;8.0;4.0;4.0;1.0;4.0;4.0;4.0;4.0;1.0;3.0;3.0;3.0;3.0;2.0;4.0;4.0;4.0;4.0
214.0;Rep. Dominicana;60.0;56-65;1.0;Hombre;-3.0;;1.0;1.0;-3.0;;-3.0;;1.0;-1.0;1.0;1.0;1.0;3.0;3.0;1.0;3.0;1.0;1.0;-1.0;4.0;-1.0;-1.0
214.0;Rep. Dominicana;43.0;36-45;1.0;Hombre;-3.0;;1.0;1.0;8.0;8.0;6.0;6.0;3.0;4.0;4.0;1.0;3.0;3.0;3.0;1.0;1.0;1.0;1.0;4.0;4.0;2.0;1.0
214.0;Rep. Dominicana;50.0;46-55;2.0;Mujer;-3.0;;2.0;2.0;8.0;8.0;-3.0;;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0
214.0;Rep. Dominicana;46.0;46-55;2.0;Mujer;-3.0;;1.0;1.0;2.0;2.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0
218.0;Ecuador;61.0;56-65;2.0;Mujer;0.0;0.0;7.0;7.0;6.0;6.0;1.0;1.0;2.0;3.0;2.0;2.0;-1.0;2.0;2.0;1.0;3.0;2.0;2.0;2.0;3.0;2.0;3.0
218.0;Ecuador;41.0;36-45;1.0;Hombre;0.0;0.0;8.0;8.0;1.0;1.0;6.0;6.0;2.0;3.0;3.0;2.0;3.0;3.0;3.0;1.0;2.0;3.0;2.0;3.0;3.0;2.0;3.0
218.0;Ecuador;34.0;26-35;1.0;Hombre;0.0;0.0;9.0;9.0;6.0;6.0;1.0;1.0;3.0;3.0;2.0;2.0;3.0;2.0;2.0;1.0;3.0;1.0;2.0;2.0;2.0;2.0;2.0
218.0;Ecuador;52.0;46-55;1.0;Hombre;0.0;0.0;6.0;6.0;1.0;1.0;-3.0;;2.0;3.0;2.0;2.0;2.0;3.0;3.0;1.0;3.0;2.0;3.0;3.0;2.0;2.0;3.0
218.0;Ecuador;26.0;26-35;2.0;Mujer;3.0;3.0;9.0;9.0;6.0;6.0;8.0;8.0;2.0;-1.0;2.0;2.0;-1.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;3.0;3.0;2.0
218.0;Ecuador;18.0;16-25;1.0;Hombre;0.0;0.0;9.0;9.0;8.0;8.0;5.0;5.0;2.0;1.0;2.0;2.0;4.0;2.0;3.0;1.0;2.0;1.0;2.0;2.0;1.0;2.0;4.0
218.0;Ecuador;29.0;26-35;2.0;Mujer;6.0;6.0;5.0;5.0;8.0;8.0;9.0;9.0;2.0;3.0;2.0;3.0;3.0;3.0;3.0;1.0;3.0;3.0;2.0;2.0;1.0;1.0;1.0
218.0;Ecuador;62.0;56-65;1.0;Hombre;0.0;0.0;1.0;1.0;7.0;7.0;8.0;8.0;2.0;3.0;2.0;2.0;3.0;2.0;2.0;1.0;3.0;3.0;2.0;3.0;2.0;2.0;4.0
218.0;Ecuador;61.0;56-65;2.0;Mujer;3.0;3.0;1.0;1.0;2.0;2.0;8.0;8.0;2.0;-1.0;2.0;-1.0;2.0;1.0;2.0;3.0;2.0;1.0;2.0;-1.0;2.0;-1.0;-1.0
218.0;Ecuador;61.0;56-65;1.0;Hombre;0.0;0.0;6.0;6.0;8.0;8.0;1.0;1.0;1.0;3.0;2.0;2.0;1.0;2.0;3.0;1.0;3.0;2.0;3.0;4.0;3.0;3.0;2.0
218.0;Ecuador;41.0;36-45;2.0;Mujer;5.0;5.0;1.0;1.0;2.0;2.0;8.0;8.0;2.0;2.0;1.0;2.0;1.0;3.0;2.0;1.0;2.0;1.0;2.0;-1.0;2.0;2.0;-1.0
218.0;Ecuador;22.0;16-25;1.0;Hombre;0.0;0.0;1.0;1.0;8.0;8.0;9.0;9.0;3.0;2.0;3.0;3.0;-1.0;3.0;2.0;3.0;2.0;2.0;2.0;2.0;3.0;1.0;2.0
218.0;Ecuador;44.0;36-45;1.0;Hombre;0.0;0.0;8.0;8.0;6.0;6.0;2.0;2.0;4.0;4.0;4.0;4.0;4.0;3.0;3.0;3.0;3.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0
218.0;Ecuador;44.0;36-45;1.0;Hombre;0.0;0.0;6.0;6.0;3.0;3.0;1.0;1.0;4.0;3.0;4.0;3.0;4.0;3.0;1.0;1.0;2.0;3.0;2.0;2.0;2.0;3.0;2.0
218.0;Ecuador;41.0;36-45;2.0;Mujer;0.0;0.0;6.0;6.0;7.0;7.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;3.0;3.0;3.0
218.0;Ecuador;19.0;16-25;1.0;Hombre;3.0;3.0;1.0;1.0;2.0;2.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.0;3.0;3.0;3.0;3.0;1.0;3.0;3.0;3.0;3.0
218.0;Ecuador;41.0;36-45;1.0;Hombre;0.0;0.0;8.0;8.0;1.0;1.0;6.0;6.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0
218.0;Ecuador;19.0;16-25;2.0;Mujer;4.0;4.0;8.0;8.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;-1.0;-1.0;2.0;3.0;1.0;3.0;1.0;2.0;2.0;2.0;-1.0;-1.0
218.0;Ecuador;26.0;26-35;1.0;Hombre;4.0;4.0;8.0;8.0;4.0;4.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;3.0;2.0;3.0;1.0;2.0;3.0
218.0;Ecuador;28.0;26-35;2.0;Mujer;0.0;0.0;1.0;1.0;2.0;2.0;6.0;6.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0
218.0;Ecuador;50.0;46-55;1.0;Hombre;0.0;0.0;8.0;8.0;1.0;1.0;-3.0;;2.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0
218.0;Ecuador;32.0;26-35;2.0;Mujer;0.0;0.0;1.0;1.0;8.0;8.0;4.0;4.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;2.0;2.0;1.0;2.0
218.0;Ecuador;19.0;16-25;2.0;Mujer;0.0;0.0;8.0;8.0;-3.0;;-3.0;;2.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0
218.0;Ecuador;61.0;56-65;1.0;Hombre;0.0;0.0;1.0;1.0;8.0;8.0;5.0;5.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0
218.0;Ecuador;41.0;36-45;1.0;Hombre;0.0;0.0;8.0;8.0;1.0;1.0;6.0;6.0;4.0;4.0;4.0;4.0;-1.0;2.0;3.0;1.0;3.0;3.0;1.0;2.0;3.0;-1.0;-1.0
218.0;Ecuador;78.0;66+;2.0;Mujer;0.0;0.0;1.0;1.0;2.0;2.0;5.0;5.0;4.0;2.0;2.0;2.0;4.0;3.0;3.0;1.0;3.0;3.0;3.0;1.0;2.0;2.0;3.0
218.0;Ecuador;56.0;56-65;2.0;Mujer;0.0;0.0;1.0;1.0;-3.0;;-3.0;;1.0;1.0;2.0;-1.0;-1.0;3.0;3.0;1.0;3.0;1.0;2.0;2.0;4.0;3.0;-1.0
218.0;Ecuador;18.0;16-25;1.0;Hombre;5.0;5.0;1.0;1.0;2.0;2.0;9.0;9.0;2.0;2.0;1.0;2.0;-1.0;3.0;3.0;1.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0
218.0;Ecuador;18.0;16-25;2.0;Mujer;5.0;5.0;6.0;6.0;3.0;3.0;5.0;5.0;2.0;2.0;4.0;4.0;1.0;2.0;2.0;2.0;2.0;3.0;3.0;3.0;2.0;2.0;3.0
218.0;Ecuador;61.0;56-65;1.0;Hombre;5.0;5.0;1.0;1.0;2.0;2.0;7.0;7.0;1.0;4.0;4.0;2.0;3.0;3.0;2.0;3.0;3.0;2.0;3.0;2.0;3.0;4.0;4.0
218.0;Ecuador;26.0;26-35;1.0;Hombre;7.0;7.0;4.0;4.0;6.0;6.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;1.0;2.0;3.0;2.0;4.0
218.0;Ecuador;26.0;26-35;2.0;Mujer;0.0;0.0;6.0;6.0;8.0;8.0;9.0;9.0;4.0;2.0;1.0;2.0;2.0;3.0;1.0;1.0;2.0;2.0;1.0;2.0;1.0;2.0;4.0
218.0;Ecuador;70.0;66+;2.0;Mujer;0.0;0.0;1.0;1.0;8.0;8.0;1.0;1.0;1.0;-1.0;-1.0;-1.0;-1.0;2.0;2.0;2.0;3.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0
218.0;Ecuador;43.0;36-45;1.0;Hombre;0.0;0.0;1.0;1.0;6.0;6.0;9.0;9.0;3.0;-1.0;-1.0;-1.0;-1.0;3.0;3.0;1.0;1.0;3.0;2.0;-1.0;-1.0;-1.0;-1.0
218.0;Ecuador;29.0;26-35;2.0;Mujer;5.0;5.0;9.0;9.0;6.0;6.0;8.0;8.0;4.0;4.0;2.0;3.0;3.0;1.0;2.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;2.0
218.0;Ecuador;18.0;16-25;1.0;Hombre;0.0;0.0;6.0;6.0;8.0;8.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;3.0;2.0;2.0;-1.0
218.0;Ecuador;61.0;56-65;1.0;Hombre;0.0;0.0;6.0;6.0;7.0;7.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;1.0;3.0;2.0;3.0;2.0;2.0;3.0;3.0
218.0;Ecuador;18.0;16-25;2.0;Mujer;5.0;5.0;5.0;5.0;8.0;8.0;6.0;6.0;2.0;-1.0;3.0;-1.0;-1.0;1.0;2.0;1.0;3.0;1.0;2.0;4.0;3.0;2.0;3.0
218.0;Ecuador;26.0;26-35;1.0;Hombre;0.0;0.0;2.0;2.0;8.0;8.0;9.0;9.0;2.0;2.0;-1.0;-1.0;-1.0;1.0;2.0;3.0;1.0;2.0;2.0;2.0;2.0;-1.0;-1.0
218.0;Ecuador;26.0;26-35;2.0;Mujer;0.0;0.0;1.0;1.0;2.0;2.0;7.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;2.0;1.0;3.0;-5.0;2.0;2.0;2.0;2.0;2.0
218.0;Ecuador;66.0;66+;1.0;Hombre;0.0;0.0;8.0;8.0;5.0;5.0;2.0;2.0;-1.0;-1.0;4.0;2.0;-1.0;3.0;3.0;3.0;3.0;3.0;3.0;-1.0;-1.0;-1.0;4.0
218.0;Ecuador;22.0;16-25;1.0;Hombre;5.0;5.0;9.0;9.0;1.0;1.0;8.0;8.0;1.0;2.0;2.0;1.0;2.0;3.0;3.0;1.0;3.0;3.0;2.0;2.0;2.0;2.0;1.0
218.0;Ecuador;32.0;26-35;2.0;Mujer;0.0;0.0;1.0;1.0;5.0;5.0;6.0;6.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;2.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0
218.0;Ecuador;19.0;16-25;1.0;Hombre;3.0;3.0;8.0;8.0;6.0;6.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;1.0;1.0;2.0
218.0;Ecuador;52.0;46-55;2.0;Mujer;0.0;0.0;6.0;6.0;4.0;4.0;1.0;1.0;1.0;4.0;1.0;4.0;4.0;3.0;3.0;1.0;3.0;3.0;2.0;2.0;2.0;2.0;4.0
218.0;Ecuador;41.0;36-45;1.0;Hombre;0.0;0.0;9.0;9.0;6.0;6.0;8.0;8.0;1.0;3.0;4.0;4.0;3.0;3.0;3.0;1.0;3.0;3.0;1.0;1.0;1.0;2.0;1.0
218.0;Ecuador;47.0;46-55;2.0;Mujer;0.0;0.0;1.0;1.0;8.0;8.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;3.0;3.0;1.0;3.0;3.0;3.0;-1.0;1.0;2.0;-1.0
218.0;Ecuador;41.0;36-45;2.0;Mujer;3.0;3.0;9.0;9.0;2.0;2.0;8.0;8.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;3.0;1.0;1.0;3.0;3.0;2.0
218.0;Ecuador;25.0;16-25;1.0;Hombre;1.0;1.0;5.0;5.0;8.0;8.0;9.0;9.0;2.0;2.0;2.0;2.0;2.0;3.0;1.0;1.0;3.0;3.0;2.0;2.0;1.0;2.0;2.0
218.0;Ecuador;33.0;26-35;1.0;Hombre;0.0;0.0;8.0;8.0;9.0;9.0;5.0;5.0;-1.0;4.0;4.0;4.0;1.0;3.0;3.0;1.0;3.0;1.0;2.0;3.0;3.0;2.0;2.0
218.0;Ecuador;23.0;16-25;2.0;Mujer;0.0;0.0;8.0;8.0;9.0;9.0;6.0;6.0;2.0;-1.0;4.0;1.0;4.0;3.0;3.0;2.0;3.0;3.0;2.0;3.0;3.0;2.0;2.0
218.0;Ecuador;33.0;26-35;2.0;Mujer;4.0;4.0;1.0;1.0;6.0;6.0;8.0;8.0;3.0;2.0;3.0;1.0;3.0;3.0;3.0;1.0;3.0;2.0;2.0;3.0;2.0;4.0;3.0
218.0;Ecuador;34.0;26-35;2.0;Mujer;0.0;0.0;6.0;6.0;8.0;8.0;9.0;9.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;3.0;3.0;2.0;2.0
218.0;Ecuador;20.0;16-25;1.0;Hombre;4.0;4.0;2.0;2.0;8.0;8.0;9.0;9.0;1.0;3.0;2.0;3.0;3.0;3.0;1.0;1.0;1.0;3.0;4.0;1.0;4.0;3.0;2.0
218.0;Ecuador;33.0;26-35;1.0;Hombre;0.0;0.0;2.0;2.0;4.0;4.0;9.0;9.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
218.0;Ecuador;47.0;46-55;1.0;Hombre;0.0;0.0;2.0;2.0;8.0;8.0;9.0;9.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;3.0;1.0;2.0;2.0;1.0;2.0
218.0;Ecuador;18.0;16-25;2.0;Mujer;2.0;2.0;2.0;2.0;7.0;7.0;8.0;8.0;3.0;4.0;4.0;4.0;2.0;3.0;3.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;4.0
218.0;Ecuador;54.0;46-55;2.0;Mujer;0.0;0.0;3.0;3.0;5.0;5.0;8.0;8.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;3.0;1.0;4.0;2.0;3.0;1.0
218.0;Ecuador;40.0;36-45;2.0;Mujer;0.0;0.0;1.0;1.0;8.0;8.0;9.0;9.0;2.0;4.0;2.0;2.0;2.0;3.0;3.0;1.0;3.0;2.0;2.0;4.0;2.0;2.0;4.0
218.0;Ecuador;36.0;36-45;2.0;Mujer;4.0;4.0;6.0;6.0;8.0;8.0;1.0;1.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0
218.0;Ecuador;49.0;46-55;2.0;Mujer;3.0;3.0;1.0;1.0;4.0;4.0;8.0;8.0;2.0;2.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0
218.0;Ecuador;59.0;56-65;1.0;Hombre;0.0;0.0;4.0;4.0;7.0;7.0;2.0;2.0;1.0;4.0;4.0;1.0;4.0;3.0;3.0;1.0;2.0;1.0;2.0;3.0;3.0;2.0;2.0
218.0;Ecuador;24.0;16-25;2.0;Mujer;3.0;3.0;6.0;6.0;8.0;8.0;9.0;9.0;1.0;2.0;1.0;1.0;2.0;3.0;3.0;3.0;3.0;1.0;2.0;2.0;1.0;1.0;1.0
218.0;Ecuador;39.0;36-45;1.0;Hombre;0.0;0.0;6.0;6.0;8.0;8.0;9.0;9.0;2.0;4.0;4.0;2.0;2.0;3.0;3.0;2.0;3.0;3.0;2.0;4.0;2.0;2.0;4.0
218.0;Ecuador;29.0;26-35;2.0;Mujer;4.0;4.0;2.0;2.0;4.0;4.0;9.0;9.0;2.0;3.0;1.0;2.0;2.0;2.0;3.0;1.0;3.0;3.0;1.0;4.0;2.0;2.0;1.0
218.0;Ecuador;29.0;26-35;2.0;Mujer;7.0;7.0;6.0;6.0;4.0;4.0;1.0;1.0;1.0;2.0;1.0;1.0;3.0;2.0;1.0;1.0;3.0;3.0;2.0;4.0;2.0;2.0;2.0
218.0;Ecuador;22.0;16-25;2.0;Mujer;5.0;5.0;2.0;2.0;6.0;6.0;9.0;9.0;2.0;2.0;2.0;2.0;4.0;3.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;4.0;4.0
218.0;Ecuador;47.0;46-55;2.0;Mujer;4.0;4.0;2.0;2.0;8.0;8.0;5.0;5.0;1.0;3.0;4.0;1.0;1.0;2.0;1.0;1.0;1.0;3.0;3.0;2.0;3.0;2.0;3.0
218.0;Ecuador;33.0;26-35;1.0;Hombre;0.0;0.0;2.0;2.0;-3.0;;-3.0;;1.0;4.0;1.0;4.0;4.0;1.0;3.0;3.0;3.0;3.0;1.0;3.0;1.0;3.0;4.0
218.0;Ecuador;35.0;26-35;1.0;Hombre;0.0;0.0;2.0;2.0;5.0;5.0;8.0;8.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
218.0;Ecuador;42.0;36-45;2.0;Mujer;0.0;0.0;8.0;8.0;2.0;2.0;5.0;5.0;1.0;4.0;4.0;1.0;4.0;1.0;2.0;1.0;1.0;3.0;1.0;4.0;4.0;1.0;4.0
218.0;Ecuador;20.0;16-25;2.0;Mujer;4.0;4.0;8.0;8.0;9.0;9.0;6.0;6.0;2.0;3.0;2.0;2.0;2.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;2.0;2.0;3.0
218.0;Ecuador;67.0;66+;1.0;Hombre;0.0;0.0;2.0;2.0;3.0;3.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;3.0;2.0;2.0;2.0;-1.0;-1.0
218.0;Ecuador;60.0;56-65;2.0;Mujer;0.0;0.0;2.0;2.0;8.0;8.0;9.0;9.0;4.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;2.0;3.0;4.0;4.0;4.0;4.0;2.0
218.0;Ecuador;29.0;26-35;2.0;Mujer;0.0;0.0;7.0;7.0;8.0;8.0;9.0;9.0;1.0;2.0;4.0;1.0;2.0;1.0;3.0;2.0;2.0;3.0;1.0;4.0;3.0;1.0;2.0
218.0;Ecuador;36.0;36-45;2.0;Mujer;0.0;0.0;2.0;2.0;8.0;8.0;9.0;9.0;1.0;3.0;1.0;4.0;1.0;2.0;3.0;1.0;2.0;3.0;-1.0;-1.0;1.0;1.0;4.0
218.0;Ecuador;38.0;36-45;1.0;Hombre;0.0;0.0;7.0;7.0;8.0;8.0;6.0;6.0;4.0;2.0;1.0;1.0;3.0;2.0;3.0;3.0;3.0;3.0;2.0;3.0;3.0;2.0;2.0
218.0;Ecuador;46.0;46-55;1.0;Hombre;0.0;0.0;5.0;5.0;8.0;8.0;9.0;9.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0
218.0;Ecuador;67.0;66+;1.0;Hombre;0.0;0.0;2.0;2.0;3.0;3.0;9.0;9.0;4.0;4.0;3.0;4.0;2.0;3.0;3.0;1.0;3.0;1.0;3.0;4.0;4.0;4.0;3.0
218.0;Ecuador;32.0;26-35;2.0;Mujer;0.0;0.0;2.0;2.0;5.0;5.0;7.0;7.0;2.0;2.0;1.0;2.0;3.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;3.0;3.0;3.0
218.0;Ecuador;26.0;26-35;2.0;Mujer;4.0;4.0;8.0;8.0;2.0;2.0;5.0;5.0;3.0;3.0;3.0;4.0;4.0;3.0;3.0;1.0;1.0;2.0;3.0;4.0;3.0;3.0;3.0
218.0;Ecuador;61.0;56-65;2.0;Mujer;0.0;0.0;1.0;1.0;6.0;6.0;8.0;8.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;1.0;2.0;1.0;3.0;3.0;3.0;3.0;-1.0
